dataset,n,cols,k,clusters,mpi_procs,sigma,t_load,t_degree,t_laplacian,t_eigen,t_kmeans,t_total,quality
data/matrix_357x711.txt,357,711,3,3,1,10874.6229,0.224083,0.000200,0.000496,0.128609,0.000295,0.353687,0.996661
data/matrix_371x226.txt,371,226,3,3,1,6136.0122,0.092829,0.000172,0.000613,0.146529,0.000338,0.240483,1.000373
data/matrix_416x873.txt,416,873,3,3,1,12076.9389,0.339012,0.000302,0.000868,0.190676,0.000345,0.531208,1.000548
data/matrix_424x486.txt,424,486,3,3,1,8991.3646,0.206256,0.000339,0.000891,0.201568,0.000409,0.409468,0.997329
data/matrix_435x821.txt,435,821,3,3,1,11689.6292,0.342878,0.000326,0.000893,0.229278,0.000452,0.573831,1.002412
data/matrix_437x474.txt,437,474,3,3,1,8889.5782,0.212488,0.000319,0.000889,0.220896,0.000360,0.434958,1.005155
data/matrix_447x648.txt,447,648,3,3,1,10389.1282,0.288297,0.000348,0.000987,0.236835,0.000368,0.526841,1.000886
data/matrix_497x203.txt,497,203,3,3,1,5818.3137,0.128410,0.000441,0.001733,0.318702,0.000432,0.449724,1.006567
data/matrix_50x25.txt,50,25,3,3,1,2008.0940,0.001888,0.000018,0.000022,0.000953,0.000055,0.002938,1.013308
data/matrix_6x100.txt,6,100,3,3,1,4206.8968,0.000374,0.000011,0.000001,0.000124,0.000017,0.000528,1.004279
data/matrix_765x773.txt,765,773,3,3,1,11344.5284,0.838629,0.001003,0.003266,1.114155,0.000634,1.957693,1.003179
data/matrix_810x680.txt,810,680,3,3,1,10627.4697,0.802318,0.001088,0.004493,1.294964,0.000674,2.103543,1.002189
data/matrix_82x265.txt,82,265,3,3,1,6625.3773,0.018804,0.000026,0.000024,0.002848,0.000092,0.021795,1.001020
data/matrix_852x739.txt,852,739,3,3,1,11097.3654,0.948074,0.001227,0.006477,1.504916,0.000698,2.461399,0.998236
data/matrix_929x622.txt,929,622,3,3,1,10172.9898,0.938792,0.001444,0.006565,1.959780,0.000733,2.907322,0.998721
data/matrix_929x701.txt,929,701,3,3,1,10807.3284,1.052488,0.001445,0.006443,1.957045,0.000751,3.018179,0.999433
data/matrix_95x73.txt,95,73,3,3,1,3443.1123,0.021155,0.000026,0.000056,0.003882,0.000088,0.025208,0.998809
data/test10.txt,6,-1,3,3,1,-1.0000,0.000241,0.000011,0.000001,0.000147,0.000016,0.000416,1.138358
data/test10_wam.txt,9,-1,3,3,1,-1.0000,0.000201,0.000012,0.000001,0.000158,0.000018,0.000391,0.306315
data/test11.txt,12,-1,3,3,1,-1.0000,0.000224,0.000011,0.000001,0.000163,0.000021,0.000422,0.312171
data/test12.txt,12,-1,3,3,1,-1.0000,0.000169,0.000010,0.000001,0.000152,0.000021,0.000354,1.239289
data/test13.txt,12,-1,3,3,1,-1.0000,0.000262,0.000009,0.000001,0.000141,0.000021,0.000433,1.187682
data/test14.txt,12,-1,3,3,1,-1.0000,0.000231,0.000009,0.000001,0.000151,0.000021,0.000415,5.951151
data/test16.txt,6,-1,3,3,1,-1.0000,0.000197,0.000010,0.000000,0.000110,0.000016,0.000335,0.093011
data/test1.txt,10,5,3,3,1,3.8247,0.000283,0.000010,0.000001,0.000134,0.000019,0.000448,1.124681
data/test1_wam.txt,10,-1,3,3,1,-1.0000,0.000225,0.000010,0.000001,0.000131,0.000019,0.000387,1.778524
data/test22.txt,5,-1,3,3,1,-1.0000,0.000311,0.000011,0.000000,0.000139,0.000015,0.000478,2.848799
data/test23.txt,10,-1,3,3,1,-1.0000,0.000240,0.000011,0.000001,0.000149,0.000019,0.000422,0.570852
data/test25.txt,10,-1,3,3,1,-1.0000,0.000226,0.000009,0.000001,0.000127,0.000019,0.000383,0.432978
data/test26.txt,8,-1,3,3,1,-1.0000,0.000211,0.000009,0.000000,0.000123,0.000017,0.000363,0.564015
data/test27.txt,3,-1,3,3,1,-1.0000,0.000217,0.000008,0.000000,0.000128,0.000014,0.000369,-0.000000
data/test28.txt,12,-1,3,3,1,-1.0000,0.000217,0.000010,0.000001,0.000145,0.000021,0.000395,-0.918093
data/test29.txt,4,-1,3,3,1,-1.0000,0.000200,0.000009,0.000000,0.000118,0.000015,0.000343,1.714588
data/test2.txt,43,4,3,3,1,3.9149,0.000922,0.000011,0.000011,0.000696,0.000047,0.001689,0.934937
data/test2_wam.txt,43,-1,3,3,1,-1.0000,0.000633,0.000011,0.000008,0.000642,0.000045,0.001340,2.263992
data/test30.txt,12,-1,3,3,1,-1.0000,0.000168,0.000010,0.000001,0.000150,0.000021,0.000352,0.312171
data/test31.txt,3,-1,3,3,1,-1.0000,0.000191,0.000009,0.000000,0.000104,0.000013,0.000319,0.000000
data/test3.txt,15,6,3,3,1,4.4316,0.000258,0.000009,0.000004,0.000153,0.000023,0.000448,1.028892
data/test3_wam.txt,15,-1,3,3,1,-1.0000,0.000232,0.000009,0.000003,0.000153,0.000023,0.000421,3.679091
data/test4.txt,14,4,3,3,1,4.0100,0.000349,0.000009,0.000001,0.000138,0.000022,0.000521,1.043919
data/test4_wam.txt,14,-1,3,3,1,-1.0000,0.000301,0.000008,0.000001,0.000144,0.000022,0.000477,0.820454
data/test5.txt,23,3,3,3,1,2.9702,0.000310,0.000009,0.000002,0.000218,0.000030,0.000569,1.075396
data/test5_wam.txt,23,-1,3,3,1,-1.0000,0.000295,0.000008,0.000003,0.000225,0.000030,0.000562,0.719600
data/test6.txt,37,3,3,3,1,3.3110,0.000615,0.000011,0.000008,0.000509,0.000042,0.001187,0.977056
data/test6_wam.txt,37,-1,3,3,1,-1.0000,0.000505,0.000011,0.000005,0.000524,0.000044,0.001090,0.973150
data/test7.txt,40,4,3,3,1,3.9786,0.000773,0.000011,0.000016,0.000591,0.000045,0.001438,0.985856
data/test7_wam.txt,40,-1,3,3,1,-1.0000,0.000532,0.000012,0.000008,0.000585,0.000046,0.001184,1.459449
data/test8_j.txt,6,-1,3,3,1,-1.0000,0.000115,0.000009,0.000000,0.000129,0.000016,0.000273,-2.361057
data/test8.txt,30,6,3,3,1,4.6636,0.000554,0.000013,0.000006,0.000394,0.000037,0.001006,1.056905
data/test8_wam.txt,30,-1,3,3,1,-1.0000,0.000360,0.000011,0.000005,0.000332,0.000037,0.000746,0.729260
data/test9.txt,22,4,3,3,1,3.8130,0.000360,0.000010,0.000002,0.000231,0.000030,0.000632,0.912684
data/test9_wam.txt,22,-1,3,3,1,-1.0000,0.000300,0.000011,0.000003,0.000222,0.000031,0.000568,0.900844
data/matrix_100x100.txt,100,-1,3,3,2,-1.0000,0.002962,0.000082,0.000396,0.004644,0.004473,0.013387,3.211356
data/matrix_110x141.txt,110,141,3,3,2,4824.4776,0.015102,0.000063,0.000395,0.005483,0.004981,0.026940,1.002626
data/matrix_123x162.txt,123,162,3,3,2,5204.3886,0.022701,0.000094,0.000615,0.007058,0.004883,0.036222,0.998192
data/matrix_123x445.txt,123,445,3,3,2,8631.5788,0.038767,0.000081,0.000643,0.007212,0.004401,0.051906,1.000411
data/matrix_156x91.txt,156,91,3,3,2,3875.6203,0.022974,0.000067,0.001090,0.013933,0.005029,0.044642,0.998332
data/matrix_159x278.txt,159,278,3,3,2,6802.0947,0.040925,0.000063,0.001343,0.014719,0.005078,0.063669,0.998701
data/matrix_179x255.txt,179,255,3,3,2,6522.9394,0.052161,0.000081,0.001284,0.020687,0.004931,0.080882,1.000175
data/matrix_196x494.txt,196,494,3,3,2,9081.8312,0.081041,0.000090,0.001585,0.025001,0.006104,0.115718,1.000304
data/matrix_200x411.txt,200,411,3,3,2,8273.8263,0.074531,0.000095,0.001732,0.025660,0.004013,0.107945,0.999555
data/matrix_201x636.txt,201,636,3,3,2,10305.5938,0.096668,0.000092,0.001588,0.026120,0.005125,0.131431,1.000183
data/matrix_205x78.txt,205,78,3,3,2,3590.4118,0.036141,0.000092,0.001785,0.028165,0.005219,0.073312,1.000718
data/matrix_208x53.txt,208,53,3,3,2,2972.5467,0.031499,0.000089,0.001809,0.029130,0.004975,0.069433,1.000690
data/matrix_227x624.txt,227,624,3,3,2,10192.9607,0.111381,0.000104,0.001955,0.035444,0.004934,0.154899,0.999808
data/matrix_232x81.txt,232,81,3,3,2,3670.9390,0.038450,0.000096,0.002159,0.038804,0.005214,0.085986,0.998251
data/matrix_249x263.txt,249,263,3,3,2,6608.6249,0.067150,0.000126,0.002282,0.046686,0.006574,0.124195,1.000461
data/matrix_257x286.txt,257,286,3,3,2,6897.2737,0.073719,0.000160,0.002558,0.049560,0.003894,0.131524,0.999988
data/matrix_272x371.txt,272,371,3,3,2,7882.7842,0.093644,0.000157,0.002673,0.060122,0.009675,0.167465,1.000075
data/matrix_273x395.txt,273,395,3,3,2,8104.4700,0.099565,0.000174,0.002775,0.057902,0.009684,0.171284,0.999302
data/matrix_274x436.txt,274,436,3,3,2,8529.7179,0.107599,0.000171,0.002658,0.059973,0.005022,0.176505,1.000795
data/matrix_290x482.txt,290,482,3,3,2,8958.6086,0.124093,0.000174,0.002928,0.069661,0.009663,0.207961,0.999926
data/matrix_294x126.txt,294,126,3,3,2,4581.6758,0.086248,0.000167,0.003245,0.071340,0.009483,0.171957,0.998591
data/matrix_352x247.txt,352,247,3,3,2,6394.8603,0.096197,0.000233,0.004208,0.118573,0.009482,0.229688,0.999532
data/matrix_357x711.txt,357,711,3,3,2,10874.6229,0.236008,0.000255,0.004256,0.125420,0.004579,0.371613,0.999821
data/matrix_371x226.txt,371,226,3,3,2,6136.0122,0.096139,0.000268,0.004169,0.146206,0.009771,0.257507,1.000751
data/matrix_416x873.txt,416,873,3,3,2,12076.9389,0.340961,0.000308,0.005049,0.192401,0.009755,0.549237,0.999973
data/matrix_424x486.txt,424,486,3,3,2,8991.3646,0.223370,0.000253,0.005044,0.213443,0.009736,0.452813,1.000243
data/matrix_435x821.txt,435,821,3,3,2,11689.6292,0.349141,0.000365,0.006408,0.224828,0.008955,0.590505,0.999781
data/matrix_437x474.txt,437,474,3,3,2,8889.5782,0.214274,0.000285,0.006505,0.221137,0.005063,0.448005,1.000359
data/matrix_447x648.txt,447,648,3,3,2,10389.1282,0.291268,0.000358,0.006864,0.236510,0.009238,0.544987,1.000128
data/matrix_497x203.txt,497,203,3,3,2,5818.3137,0.134160,0.000379,0.006346,0.318328,0.009744,0.469839,1.000439
data/matrix_50x25.txt,50,25,3,3,2,2008.0940,0.001922,0.000051,0.000161,0.000961,0.004965,0.008444,1.006418
data/matrix_6x100.txt,6,100,3,3,2,4206.8968,0.000417,0.000084,0.000045,0.000181,0.002796,0.003729,1.024181
data/matrix_765x773.txt,765,773,3,3,2,11344.5284,0.824624,0.000676,0.011791,1.101511,0.004916,1.945021,1.000060
data/matrix_810x680.txt,810,680,3,3,2,10627.4697,0.802945,0.000859,0.013081,1.285350,0.004678,2.107872,0.999877
data/matrix_82x265.txt,82,265,3,3,2,6625.3773,0.018160,0.000042,0.000282,0.002731,0.004885,0.026653,1.001494
data/matrix_852x739.txt,852,739,3,3,2,11097.3654,0.957248,0.000917,0.015174,1.501017,0.004930,2.479980,1.000045
data/matrix_100x100.txt,100,-1,3,3,4,-1.0000,0.003266,0.000060,0.000638,0.006232,0.004868,0.015803,1.151384
data/matrix_110x141.txt,110,141,3,3,4,4824.4776,0.015468,0.000074,0.000778,0.005475,0.004276,0.026969,1.005518
data/matrix_123x162.txt,123,162,3,3,4,5204.3886,0.024619,0.000073,0.000965,0.007891,0.004590,0.039498,0.996937
data/matrix_123x445.txt,123,445,3,3,4,8631.5788,0.042200,0.000072,0.001630,0.008053,0.004456,0.059548,1.000659
data/matrix_156x91.txt,156,91,3,3,4,3875.6203,0.025690,0.000074,0.001302,0.014928,0.004135,0.048070,0.996961
data/matrix_159x278.txt,159,278,3,3,4,6802.0947,0.043976,0.000094,0.001234,0.016282,0.004048,0.068067,0.999002
data/matrix_929x622.txt,929,622,3,3,2,10172.9898,0.949072,0.001036,0.017138,1.947947,0.004417,2.920585,0.999966
data/matrix_179x255.txt,179,255,3,3,4,6522.9394,0.056016,0.000096,0.001461,0.021190,0.004068,0.085215,0.999153
data/matrix_196x494.txt,196,494,3,3,4,9081.8312,0.088104,0.000119,0.003039,0.027947,0.004164,0.126316,0.997476
data/matrix_200x411.txt,200,411,3,3,4,8273.8263,0.081542,0.000112,0.002180,0.028544,0.004315,0.119494,0.998905
data/matrix_201x636.txt,201,636,3,3,4,10305.5938,0.110759,0.000131,0.002276,0.028784,0.004063,0.149213,0.998439
data/matrix_205x78.txt,205,78,3,3,4,3590.4118,0.038066,0.000108,0.002235,0.030539,0.004159,0.078040,1.000892
data/matrix_208x53.txt,208,53,3,3,4,2972.5467,0.035583,0.000089,0.002271,0.031937,0.004221,0.079733,1.000901
data/matrix_227x624.txt,227,624,3,3,4,10192.9607,0.126284,0.000105,0.002396,0.039806,0.004352,0.175166,0.998169
data/matrix_232x81.txt,232,81,3,3,4,3670.9390,0.042988,0.000117,0.002753,0.042269,0.004332,0.094576,0.996928
data/matrix_929x701.txt,929,701,3,3,2,10807.3284,1.063567,0.001028,0.016339,1.958194,0.004416,3.044651,0.999974
data/matrix_249x263.txt,249,263,3,3,4,6608.6249,0.076350,0.000110,0.002972,0.052098,0.004568,0.138988,1.001846
data/matrix_95x73.txt,95,73,3,3,2,3443.1123,0.021424,0.000104,0.000345,0.003865,0.004379,0.030640,1.000734
data/matrix_257x286.txt,257,286,3,3,4,6897.2737,0.078322,0.000169,0.003236,0.052315,0.004497,0.141527,1.000313
data/test10.txt,6,-1,3,3,2,-1.0000,0.000235,0.000079,0.000046,0.000176,0.004977,0.005718,1.940555
data/test10_wam.txt,9,-1,3,3,2,-1.0000,0.000222,0.000083,0.000046,0.000172,0.004973,0.005684,0.091156
data/matrix_272x371.txt,272,371,3,3,4,7882.7842,0.104292,0.000165,0.005720,0.066175,0.005360,0.184513,1.001168
data/test11.txt,12,-1,3,3,2,-1.0000,0.000258,0.000082,0.000056,0.000199,0.005094,0.005891,-1.224724
data/test12.txt,12,-1,3,3,2,-1.0000,0.000168,0.000097,0.000111,0.000192,0.004977,0.005850,0.945134
data/test13.txt,12,-1,3,3,2,-1.0000,0.000278,0.000083,0.000055,0.000193,0.004975,0.005774,-26.980370
data/matrix_273x395.txt,273,395,3,3,4,8104.4700,0.110704,0.000194,0.003866,0.064936,0.005131,0.188218,0.998188
data/test14.txt,12,-1,3,3,2,-1.0000,0.000251,0.000069,0.000062,0.000211,0.003706,0.004478,14.079072
data/matrix_274x436.txt,274,436,3,3,4,8529.7179,0.125665,0.000169,0.003779,0.064972,0.005240,0.202987,1.001418
data/test16.txt,6,-1,3,3,2,-1.0000,0.000262,0.000084,0.000044,0.000192,0.004973,0.005755,-0.871211
data/matrix_290x482.txt,290,482,3,3,4,8958.6086,0.137320,0.000160,0.004866,0.076458,0.004486,0.226491,1.000421
data/test1.txt,10,5,3,3,2,3.8247,0.000276,0.000074,0.000086,0.000192,0.004995,0.005798,1.008627
data/matrix_294x126.txt,294,126,3,3,4,4581.6758,0.058912,0.000177,0.004846,0.077852,0.004521,0.149575,0.997329
data/test1_wam.txt,10,-1,3,3,2,-1.0000,0.000229,0.000091,0.000048,0.000204,0.004997,0.005769,1.211637
data/matrix_352x247.txt,352,247,3,3,4,6394.8603,0.105676,0.000196,0.005438,0.127561,0.004540,0.246416,1.000966
data/test22.txt,5,-1,3,3,2,-1.0000,0.012839,0.000045,0.000061,0.000211,0.004974,0.018413,3.111554
data/matrix_357x711.txt,357,711,3,3,4,10874.6229,0.245426,0.000197,0.006785,0.136979,0.004618,0.395755,0.999222
data/test23.txt,10,-1,3,3,2,-1.0000,0.025328,0.000079,0.000047,0.000222,0.004978,0.030871,3.871400
98,1.002741
data/test25.txt,10,-1,3,3,2,-1.0000,0.000746,0.000085,0.000078,0.000192,0.004977,0.006256,1.352620
data/test26.txt,8,-1,3,3,2,-1.0000,0.000247,0.000083,0.000046,0.000185,0.004914,0.005686,-5.717618
data/test27.txt,3,-1,3,3,2,-1.0000,0.000191,0.000079,0.000050,0.000178,0.003979,0.004668,-0.000000
data/matrix_416x873.txt,416,873,3,3,4,12076.9389,0.379148,0.000200,0.006236,0.211353,0.003843,0.602406,1.000387
data/test28.txt,12,-1,3,3,2,-1.0000,0.000261,0.000088,0.000059,0.000208,0.004997,0.005811,-0.918093
data/test29.txt,4,-1,3,3,2,-1.0000,0.000229,0.000084,0.000045,0.000189,0.004470,0.005221,1.714588
data/test2.txt,43,4,3,3,2,3.9149,0.000992,0.000035,0.000144,0.000755,0.004985,0.007212,1.099986
data/matrix_424x486.txt,424,486,3,3,4,8991.3646,0.228330,0.000218,0.006987,0.217813,0.004197,0.459184,1.000441
data/test2_wam.txt,43,-1,3,3,2,-1.0000,0.000623,0.000065,0.000117,0.000685,0.004003,0.006183,2.263992
data/test30.txt,12,-1,3,3,2,-1.0000,0.000185,0.000095,0.000108,0.000202,0.004976,0.005874,-1.224724
data/test31.txt,3,-1,3,3,2,-1.0000,0.000248,0.000083,0.000042,0.000172,0.004960,0.005706,0.000000
data/matrix_435x821.txt,435,821,3,3,4,11689.6292,0.362966,0.000237,0.009411,0.234985,0.004348,0.614339,0.999752
data/test3.txt,15,6,3,3,2,4.4316,0.000282,0.000073,0.000036,0.000222,0.004971,0.005869,1.043680
data/test3_wam.txt,15,-1,3,3,2,-1.0000,0.000356,0.000073,0.000082,0.000223,0.004975,0.005925,1.931190
data/test4.txt,14,4,3,3,2,4.0100,0.000262,0.000067,0.000036,0.000221,0.004972,0.005860,0.878065
data/matrix_437x474.txt,437,474,3,3,4,8889.5782,0.230837,0.000218,0.008598,0.241264,0.004577,0.486691,1.000561
data/test4_wam.txt,14,-1,3,3,2,-1.0000,0.000255,0.000074,0.000085,0.000217,0.003959,0.004784,0.818368
data/test5.txt,23,3,3,3,2,2.9702,0.000326,0.000077,0.000107,0.000311,0.004381,0.005463,1.012786
data/test5_wam.txt,23,-1,3,3,2,-1.0000,0.000261,0.000074,0.000137,0.000317,0.004967,0.005994,0.749385
data/test6.txt,37,3,3,3,2,3.3110,0.000726,0.000036,0.000133,0.000591,0.004973,0.006764,1.008881
data/matrix_447x648.txt,447,648,3,3,4,10389.1282,0.322951,0.000225,0.007681,0.262265,0.003755,0.598322,0.999674
data/test6_wam.txt,37,-1,3,3,2,-1.0000,0.000581,0.000075,0.000143,0.000602,0.004578,0.006225,1.115136
data/test7.txt,40,4,3,3,2,3.9786,0.000843,0.000078,0.000137,0.000663,0.005000,0.007016,0.991793
data/test7_wam.txt,40,-1,3,3,2,-1.0000,0.000568,0.000075,0.000140,0.000632,0.004973,0.006652,1.472089
data/test8_j.txt,6,-1,3,3,2,-1.0000,0.000159,0.000093,0.000100,0.000181,0.005024,0.005864,-1.478541
data/test8.txt,30,6,3,3,2,4.6636,0.000614,0.000045,0.000144,0.000395,0.004049,0.005461,0.961287
data/matrix_497x203.txt,497,203,3,3,4,5818.3137,0.143484,0.000316,0.011137,0.346269,0.004162,0.507648,1.001149
data/test8_wam.txt,30,-1,3,3,2,-1.0000,0.000814,0.000073,0.000130,0.000370,0.004969,0.006597,0.481039
data/matrix_50x25.txt,50,25,3,3,4,2008.0940,0.002101,0.000054,0.000194,0.001024,0.004025,0.007710,1.022961
data/matrix_100x100.txt,100,-1,3,3,8,-1.0000,0.004131,0.000536,0.000578,0.006736,0.014323,0.026613,27.257370
data/test9.txt,22,4,3,3,2,3.8130,0.000324,0.000068,0.000131,0.000284,0.004970,0.006046,0.912283
data/matrix_6x100.txt,6,100,3,3,4,4206.8968,0.000474,0.000082,0.001946,0.000195,0.004815,0.007703,1.024181
data/test9_wam.txt,22,-1,3,3,2,-1.0000,0.000312,0.000070,0.000130,0.000286,0.004898,0.005922,0.571366
data/matrix_110x141.txt,110,141,3,3,8,4824.4776,0.050020,0.006647,0.000609,0.014395,0.018260,0.107417,1.002546
data/matrix_123x162.txt,123,162,3,3,8,5204.3886,0.046967,0.006898,0.030693,0.015918,0.003736,0.134943,0.996425
data/matrix_123x445.txt,123,445,3,3,8,8631.5788,0.101614,0.011666,0.039287,0.007040,0.038594,0.221693,1.001412
data/matrix_156x91.txt,156,91,3,3,8,3875.6203,0.055165,0.002221,0.001300,0.032610,0.003416,0.103252,0.991954
data/matrix_159x278.txt,159,278,3,3,8,6802.0947,0.084180,0.009203,0.040940,0.031732,0.143443,0.356326,1.000440
data/matrix_179x255.txt,179,255,3,3,8,6522.9394,0.105489,0.000139,0.001815,0.036623,0.052385,0.208949,0.999774
data/matrix_765x773.txt,765,773,3,3,4,11344.5284,0.913067,0.000419,0.021017,1.226334,0.004123,2.168618,1.000095
data/matrix_196x494.txt,196,494,3,3,8,9081.8312,0.180919,0.016744,0.012551,0.050418,0.021716,0.304507,0.996520
data/matrix_200x411.txt,200,411,3,3,8,8273.8263,0.161434,0.000085,0.039324,0.052762,0.823298,1.119566,0.995388
data/matrix_201x636.txt,201,636,3,3,8,10305.5938,0.259910,0.000105,0.033559,0.026772,0.004161,0.331868,0.999140
data/matrix_810x680.txt,810,680,3,3,4,10627.4697,0.890038,0.000439,0.021724,1.432416,0.004459,2.352510,0.999957
data/matrix_205x78.txt,205,78,3,3,8,3590.4118,0.092067,0.000078,0.028200,0.032601,0.010170,0.176168,0.993061
data/matrix_82x265.txt,82,265,3,3,4,6625.3773,0.020523,0.000065,0.000381,0.003079,0.004090,0.028728,0.998097
data/matrix_208x53.txt,208,53,3,3,8,2972.5467,0.097391,0.013136,0.032395,0.054573,0.031902,0.272125,0.998082
data/matrix_227x624.txt,227,624,3,3,8,10192.9607,0.239357,0.000140,0.003272,0.069078,0.042606,0.363986,0.996591
data/matrix_232x81.txt,232,81,3,3,8,3670.9390,0.072735,0.004725,0.016339,0.076699,0.468058,0.656282,0.998271
data/matrix_249x263.txt,249,263,3,3,8,6608.6249,0.150887,0.000101,0.033018,0.098556,0.137192,0.425998,1.000318
data/matrix_852x739.txt,852,739,3,3,4,11097.3654,1.030986,0.000482,0.028387,1.620104,0.004805,2.687437,1.000437
data/matrix_257x286.txt,257,286,3,3,8,6897.2737,0.184590,0.008407,0.029369,0.105482,0.099455,0.462708,0.998194
data/matrix_272x371.txt,272,371,3,3,8,7882.7842,0.201658,0.025163,0.062558,0.121689,0.085590,0.544022,1.001420
data/matrix_273x395.txt,273,395,3,3,8,8104.4700,0.175637,0.000132,0.010852,0.058702,0.003932,0.262463,1.000080
data/matrix_274x436.txt,274,436,3,3,8,8529.7179,0.248472,0.012708,0.046649,0.120483,0.102594,0.555215,1.001514
data/matrix_290x482.txt,290,482,3,3,8,8958.6086,0.278399,0.007575,0.046142,0.142130,0.136246,0.642251,1.001754
data/matrix_294x126.txt,294,126,3,3,8,4581.6758,0.125725,0.001441,0.015492,0.153904,0.003564,0.305163,0.997288
data/matrix_352x247.txt,352,247,3,3,8,6394.8603,0.210612,0.006491,0.033918,0.251199,0.182940,0.715451,1.002854
data/matrix_929x622.txt,929,622,3,3,4,10172.9898,0.993555,0.000568,0.031678,2.038621,0.004226,3.071475,0.999647
data/matrix_100x100.txt,100,-1,3,3,16,-1.0000,0.004484,0.000096,0.000773,0.005076,0.004980,0.015750,0.526288
data/matrix_357x711.txt,357,711,3,3,8,10874.6229,0.515524,0.026186,0.058872,0.248057,0.056135,0.983514,0.999631
data/matrix_110x141.txt,110,141,3,3,16,4824.4776,0.017173,0.000144,0.000946,0.006142,0.004973,0.029764,1.000021
data/matrix_123x162.txt,123,162,3,3,16,5204.3886,0.025757,0.000122,0.001107,0.007428,0.004924,0.039637,0.997411
data/matrix_123x445.txt,123,445,3,3,16,8631.5788,0.043802,0.000127,0.001100,0.007537,0.004931,0.057915,1.000937
data/matrix_156x91.txt,156,91,3,3,16,3875.6203,0.026170,0.000162,0.001306,0.014699,0.004884,0.047822,0.993702
data/matrix_371x226.txt,371,226,3,3,8,6136.0122,0.235779,0.010858,0.046170,0.296575,0.082476,0.694228,1.003961
data/matrix_159x278.txt,159,278,3,3,16,6802.0947,0.045863,0.000145,0.001798,0.015523,0.005028,0.069038,0.997441
data/matrix_179x255.txt,179,255,3,3,16,6522.9394,0.059071,0.000112,0.001971,0.022524,0.004927,0.089604,0.997113
data/matrix_196x494.txt,196,494,3,3,16,9081.8312,0.088401,0.000176,0.002666,0.026201,0.005355,0.123767,0.995465
data/matrix_200x411.txt,200,411,3,3,16,8273.8263,0.084636,0.000118,0.002796,0.028330,0.004923,0.121752,0.996623
data/matrix_929x701.txt,929,701,3,3,4,10807.3284,1.138653,0.000563,0.034810,2.090074,0.003853,3.272508,1.000628
data/matrix_201x636.txt,201,636,3,3,16,10305.5938,0.110708,0.000159,0.002546,0.028980,0.004225,0.147693,1.001516
data/matrix_95x73.txt,95,73,3,3,4,3443.1123,0.022667,0.000067,0.000540,0.004051,0.004676,0.032592,1.000902
